gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT1G51140,59.26,SRR653562,light-grown seedling,TPM
AT1G51140,56.82,SRR847506,aerial,TPM
AT1G51140,55.42,SRR847505,aerial,TPM
AT1G51140,54.35,SRR653561,light-grown seedling,TPM
AT1G51140,53.81,SRR653563,light-grown seedling,TPM
AT1G51140,50.88,SRR653570,light-grown seedling,TPM
AT1G51140,50.14,SRR446039,leaf,TPM
AT1G51140,48.28,SRR653571,light-grown seedling,TPM
AT1G51140,46.57,SRR653572,light-grown seedling,TPM
AT1G51140,45.98,SRR949989,shoot apical meristem,TPM
AT1G51140,38.89,SRR847503,aerial,TPM
AT1G51140,38.6,SRR547531,aerial,TPM
AT1G51140,37.66,SRR314815,stage 12 inflorescence,TPM
AT1G51140,37.57,SRR653555,light-grown seedling,TPM
AT1G51140,37.23,SRR446485,leaf,TPM
AT1G51140,36.25,SRR847504,aerial,TPM
AT1G51140,35.34,SRR401420,receptacle,TPM
AT1G51140,34.75,SRR401416,receptacle,TPM
AT1G51140,34.71,SRR401419,receptacle,TPM
AT1G51140,34.54,SRR346552,light-grown seedling,TPM
AT1G51140,34.31,SRR493101,leaf,TPM
AT1G51140,34.18,SRR493237,dark-grown seedling,TPM
AT1G51140,33.72,SRR653556,light-grown seedling,TPM
AT1G51140,33.48,SRR401417,receptacle,TPM
AT1G51140,33.48,SRR800753,stage 12 inflorescence,TPM
AT1G51140,33.38,SRR949988,shoot apical meristem,TPM
AT1G51140,32.82,SRR314814,root,TPM
AT1G51140,32.76,SRR1049784,dark-grown seedling,TPM
AT1G51140,32.71,SRR401418,receptacle,TPM
AT1G51140,32.55,SRR493238,dark-grown seedling,TPM
AT1G51140,32.39,SRR493036,leaf,TPM
AT1G51140,32.38,SRR653567,light-grown seedling,TPM
AT1G51140,32.25,SRR653568,light-grown seedling,TPM
AT1G51140,32.0,SRR401421,receptacle,TPM
AT1G51140,31.82,SRR401414,receptacle,TPM
AT1G51140,31.59,ERR274309,root,TPM
AT1G51140,31.51,SRR584115,light-grown seedling,TPM
AT1G51140,31.46,SRR401413,receptacle,TPM
AT1G51140,31.4,SRR653557,light-grown seedling,TPM
AT1G51140,30.87,SRR924656,leaf,TPM
AT1G51140,30.61,SRR653569,light-grown seedling,TPM
AT1G51140,30.48,SRR504180,light-grown seedling,TPM
AT1G51140,30.26,SRR653564,light-grown seedling,TPM
AT1G51140,30.01,SRR446487,leaf,TPM
